Id,TAGS_MODIFIED
50437551,['javascript']
50457564,"['npm', 'asp.net-core']"
50430149,['c++']
50446483,"['python', 'python-3.x']"
50462604,['machine-learning']
50451337,"['html', 'css', 'css3', 'flexbox']"
50460422,"['java', 'spring', 'spring-mvc', 'spring-boot']"
50458221,"['javascript', 'html']"
49805007,"['python', 'python-3.x', 'datetime']"
48439514,"['ios', 'swift', 'swift4']"
50449668,"['android', 'listview']"
50455527,['machine-learning']
50451905,"['c#', '.net', 'azure']"
50443623,"['c#', 'asp.net', '.net']"
50421009,['android']
49806767,"['javascript', 'java', 'html', 'javafx']"
50441266,"['c++', 'arrays']"
50463374,['c++']
48106610,['mysql']
50434195,"['spring', 'security', 'spring-boot']"
50419568,['symfony']
50461537,"['java', 'android']"
50431046,"['c#', '.net']"
50443152,"['algorithm', 'graph']"
50456990,"['java', 'java-8']"
50424176,"['javascript', 'angularjs']"
50438677,"['android', 'cordova', 'ionic-framework']"
49803744,"['javascript', 'html5']"
49805243,['php']
50454041,"['asp.net-mvc', 'asp.net-core']"
48437557,"['ios', 'swift', 'firebase', 'firebase-database']"
50444791,"['android', 'firebase', 'firebase-database']"
50422353,['elasticsearch']
49044147,['.net']
49046166,"['c#', '.net']"
50450122,"['selenium', 'selenium-webdriver']"
49806790,"['python', 'string']"
50463838,"['c#', 'docker', 'visual-studio-2017', 'docker-compose']"
50427219,['python']
49045804,"['python', 'arrays', 'matlab', 'numpy']"
50447696,['macos']
50459454,"['c++', 'xcode']"
50437349,['linux']
49804023,['angularjs']
50450747,"['windows', 'ms-access']"
50435919,['amazon-web-services']
50420894,"['r', 'dplyr']"
50430127,"['java', 'android']"
48439652,"['ssl', 'iis']"
49803267,['sql-server']
50447346,"['android', 'xamarin', 'xamarin.android']"
49803381,"['arrays', 'excel', 'vba', 'excel-vba']"
50450909,['rust']
50442677,"['android', 'django', 'server']"
50449415,"['php', 'arrays']"
49051094,"['visual-studio', 'visual-studio-2017']"
49806457,"['tensorflow', 'machine-learning']"
50417956,"['regex', 'vba']"
50437659,['angular']
50440903,"['asp.net-mvc', 'ssl']"
50460459,['ruby-on-rails']
50444438,"['c#', 'wpf']"
50455995,"['jquery', 'ajax', 'asp.net-core-2.0']"
50424781,"['php', 'variables', 'url']"
50423443,"['r', 'api']"
50433520,"['laravel', 'laravel-5']"
50452958,"['java', 'mysql']"
48439018,"['java', 'spring-boot']"
50459270,['javafx']
50456628,['tensorflow']
50423107,['mysql']
50427342,['git']
48438855,"['c', 'arrays', 'sorting']"
50456428,"['selenium', 'selenium-webdriver']"
50417507,['neural-network']
50420801,"['c', 'pointers']"
50451061,"['javascript', 'c++', 'node.js']"
50436413,['python-3.x']
50425140,"['django', 'python-3.x', 'django-rest-framework']"
50428342,"['python', 'python-3.x', 'pip']"
50441360,['r']
49803180,"['python', 'scipy']"
50448616,['java']
50428082,"['regex', 'perl']"
50422073,"['html', 'css']"
50436734,"['python', 'keras']"
50425646,"['java', 'swing']"
50459662,"['angularjs', 'twitter-bootstrap']"
48438232,"['swift', 'macos', 'swift4']"
50427893,"['python', 'keras']"
50426233,"['javascript', 'node.js']"
50453297,"['c++', 'server']"
50448238,"['java', 'spring']"
50458232,"['r', 'loops', 'for-loop', 'dplyr']"
50460565,['c++']
50439128,['wordpress']
50439029,"['php', 'mysql', 'laravel']"
48106148,['facebook']
49046134,['unity3d']
50418599,"['jenkins', 'groovy']"
50448966,"['python', 'tensorflow']"
50445397,['php']
48437693,['angularjs']
50447165,['server']
49804053,"['postgresql', 'hibernate']"
50439863,"['wordpress', 'email']"
50438856,"['sql-server', 'excel', 'excel-vba', 'vba']"
50417218,['uwp']
49807227,"['json', 'swift4']"
50462864,['android']
50418753,"['java', 'list', 'object']"
50417513,"['c++', 'xcode', 'class']"
50444550,"['selenium', 'selenium-webdriver']"
48106655,"['python', 'regex']"
50424572,"['python', 'linux']"
49047014,['windows']
50460843,['c#']
50441682,"['r', 'dplyr']"
50458563,"['python', 'matplotlib', 'graph']"
50426923,"['windows', 'batch-file']"
50454343,['ruby-on-rails']
50429519,['spring']
49051081,['javascript']
50442980,['ffmpeg']
50457464,"['python', 'json', 'python-requests']"
50433356,"['json', 'swift']"
50458193,"['php', 'wordpress']"
50439275,"['javascript', 'css', 'css3', 'svg']"
50459889,['javascript']
50428105,['javascript']
50453600,"['reactjs', 'api']"
49046397,['python']
50446612,['azure']
49803014,"['css', 'r']"
50420231,['parsing']
50429042,"['javascript', 'node.js', 'mongodb', 'mongoose']"
50437632,"['python', 'matplotlib', 'tkinter', 'graph']"
50425180,['go']
50453283,"['c#', '.net']"
50459427,"['c#', 'entity-framework']"
50450848,['java']
50463739,['uwp']
50417848,['android']
49046886,"['scala', 'apache-spark', 'apache-spark-sql']"
50419997,"['sql', 'postgresql', 'function']"
50430658,"['php', 'json']"
50445639,"['javascript', 'json']"
50427931,['scala']
50459935,['javascript']
50423340,"['xml', 'python-2.7']"
50454280,"['python', 'macos', 'tkinter']"
50440891,"['json', 'shell']"
50423159,"['php', 'curl']"
50453582,['python']
50447729,"['java', 'android', 'firebase', 'google-cloud-firestore']"
50447523,"['c#', 'python', 'visual-studio-2017']"
50418723,"['apache-spark', 'apache-spark-sql']"
50462779,['android']
50452455,"['python', 'matplotlib']"
50439046,"['android', 'react-native']"
50460777,"['android', 'google-cloud-firestore']"
50459685,['ios']
50428187,"['javascript', 'jquery', 'spring']"
50438647,"['c#', 'loops', 'for-loop']"
50442372,['flutter']
50440497,"['java', 'python', 'machine-learning', 'neural-network']"
50424268,['android']
49045859,['java']
50426660,['c#']
50429134,['android']
50463982,['ubuntu']
50429382,"['python', 'python-3.x']"
50445569,"['javascript', 'jquery', 'ajax']"
50444191,['amazon-web-services']
50450825,"['ios', 'swift']"
50462220,"['java', 'android', 'android-fragments']"
48106432,"['php', 'laravel', 'jwt']"
50427698,"['amazon-web-services', 'go', 'aws-lambda']"
50426745,"['java', 'spring-boot', 'authentication', 'spring-security']"
50459785,['swift']
49804463,"['java', 'eclipse']"
50458738,['python']
49048001,"['c#', 'wpf']"
50431498,"['javascript', 'ajax', 'asynchronous']"
50432538,['mysql']
49044920,['c']
50443942,"['authentication', 'angular5']"
50447030,['python']
50431619,"['node.js', 'mongodb', 'mongoose']"
49046864,"['android', 'json']"
50418783,['php']
49803949,['apache']
50443881,"['html', 'ionic-framework', 'ionic3']"
50439282,"['java', 'spring-boot']"
50462889,['c']
50429442,"['android', 'xml', 'android-layout']"
50433396,['wordpress']
50428946,"['javascript', 'java', 'android']"
50449218,"['c#', '.net']"
50440089,"['ios', 'swift', 'firebase', 'firebase-database']"
50457096,"['node.js', 'npm']"
50440223,"['git', 'ssl', 'github']"
49045296,"['ios', 'swift']"
49805478,['java']
50432913,['entity-framework']
50420983,"['python', 'python-3.x', 'tensorflow', 'machine-learning']"
49045364,"['typescript', 'generics']"
50451768,"['amazon-web-services', 'aws-lambda']"
50457913,"['javascript', 'arrays']"
50443068,"['android', 'kotlin']"
50461449,['ios']
49802636,"['angular', 'input']"
50458407,"['nginx', 'flask']"
50422230,['angular']
50460220,['android']
50423839,['android']
50426965,"['javascript', 'jquery']"
50443483,['sql']
50419132,['sql']
49044339,"['scala', 'logging']"
50429394,"['html', 'spring', 'maven']"
50431192,"['angular', 'amazon-web-services']"
50446021,"['mysql', 'laravel']"
48439151,"['c#', 'asp.net']"
50443134,['android']
50429314,['python']
50446948,"['css', 'html5', 'bootstrap-4']"
50426194,"['javascript', 'reactjs']"
50460646,['php']
50443524,['selenium-webdriver']
49047612,['docker']
49806652,"['c#', 'wpf']"
50441002,['java']
50428155,"['spring', 'spring-mvc', 'spring-boot', 'spring-security']"
50437591,"['ios', 'cordova']"
49044074,"['java', 'spring-mvc', 'pdf', 'url']"
49806245,"['java', 'spring', 'spring-security']"
50455701,"['python', 'python-3.x', 'python-2.7']"
49047925,['c++']
50456217,"['python', 'tensorflow']"
50461108,"['c#', 'android', 'sql', 'sqlite', 'xamarin']"
50460665,"['c#', 'entity-framework', 'linq']"
50445121,['r']
50453239,"['django', 'django-rest-framework']"
49803307,"['java', 'multithreading']"
48106408,['shell']
50557132,['delphi']
49803862,"['jquery', 'html', 'css']"
50458721,['gcc']
50425243,"['java', 'android', 'regex', 'string', 'email']"
50463298,"['php', 'arrays']"
50456092,['gcc']
50455589,"['amazon-web-services', 'nginx', 'amazon-s3', 'https']"
50435462,['c++']
50456315,"['mysql', 'sql', 'database']"
48439588,"['mysql', 'node.js', 'database', 'express']"
50455182,"['javascript', 'ios', 'swift', 'xcode']"
50457141,"['python', 'algorithm', 'pandas']"
49807226,"['java', 'eclipse']"
50425401,"['ios', 'swift']"
50429392,"['c#', 'xaml', 'uwp']"
50457417,"['batch-file', 'curl']"
50457164,"['javascript', 'reactjs', 'react-router', 'react-redux']"
50423741,"['java', 'jquery', 'spring']"
50449227,"['java', 'android', 'xml']"
50556841,"['python', 'beautifulsoup']"
50445974,['haskell']
50439232,['django']
50421674,"['javascript', 'ecmascript-6']"
50447088,['typescript']
50459808,"['javascript', 'arrays']"
50457835,"['javascript', 'database']"
50423548,"['python', 'string', 'python-2.7']"
50455525,"['c#', 'file']"
49044835,"['python', 'python-3.x', 'python-2.7']"
50458320,"['regex', 'bash']"
50429251,['android']
48106405,"['excel', 'graph']"
50451228,['reactjs']
50463512,['database']
50421418,"['python', 'selenium']"
50434412,"['java', 'recursion']"
50445045,['laravel']
49805177,"['c#', '.net']"
50437926,['java']
50436594,"['javascript', 'express', 'server']"
50424795,"['java', 'maven']"
48437534,"['javascript', 'json', 'api']"
50428159,"['php', 'laravel']"
50445657,"['spring', 'spring-boot']"
50441433,"['html', 'css']"
50438114,"['php', 'laravel', 'eloquent']"
50437585,['laravel']
50432210,['asp.net']
50421026,['vba']
49803132,"['html', 'css']"
49806395,"['vba', 'excel-vba', 'excel']"
50441755,['spring-mvc']
50430732,"['python', 'opencv']"
50434955,"['xcode', 'macos']"
50460270,['android']
50444572,['php']
49046956,"['python', 'pandas', 'tensorflow']"
50457622,"['string', 'vba']"
50442941,"['spring', 'web-services', 'soap']"
50455804,['objective-c']
50435950,['xamarin']
49045264,['mysql']
50431815,['validation']
50447643,"['json', 'scala', 'apache-spark', 'dataframe', 'hive']"
48438314,"['c#', 'xamarin', 'xamarin.forms']"
50450304,['r']
50432155,"['linux', 'sockets']"
49806481,['mysql']
49807192,"['c#', 'wpf']"
50462484,"['ios', 'swift', 'unit-testing']"
49806348,['xamarin.forms']
50424553,['jenkins']
50459865,"['sql', 'sql-server']"
50459938,['webpack']
48437443,"['python', 'opencv', 'image-processing']"
50424333,"['html', 'css']"
50437484,"['python', 'linux', 'python-3.x']"
50457832,"['c++', 'templates']"
50460657,['apache-kafka']
50437331,"['python', 'python-3.x', 'python-2.7']"
50458317,"['php', 'laravel']"
50426649,"['javascript', 'node.js']"
50438309,"['c#', '.net']"
50444812,['ruby-on-rails']
50441964,['email']
50436376,"['php', 'ffmpeg']"
49806712,['scala']
50433114,['c']
50463500,"['javascript', 'reactjs']"
49045338,['qt']
50448710,['excel']
50426890,['android']
50417931,['swift']
50452049,['kotlin']
49806884,"['python', 'web-scraping']"
50434578,['ionic-framework']
50458562,"['vba', 'ms-access']"
49047555,['python']
50452934,"['python', 'csv']"
50449749,"['django', 'python-3.x']"
48438173,"['jquery', 'asp.net', 'function']"
50422807,"['jquery', 'html']"
49047229,"['javascript', 'algorithm']"
50427185,"['dart', 'flutter']"
49807256,['r']
49044131,['python-3.x']
50423064,"['php', 'mysql']"
50459997,['web-services']
48106749,"['java', 'android']"
49043657,"['sql', 'oracle', 'plsql']"
50462853,['android']
50429567,"['php', 'node.js', 'encryption']"
50457509,['python']
50456939,"['spring', 'rest', 'jsp', 'authentication', 'spring-security']"
50420177,"['php', 'laravel-5', 'eloquent']"
50463850,['javascript']
49803431,"['c#', 'asp.net-core']"
50463105,['heroku']
49048258,['php']
50438012,"['java', 'android', 'google-maps']"
50438330,"['android', 'arrays']"
50432513,"['linux', 'bash', 'shell']"
50425121,['angular']
49048721,['javascript']
50460750,"['javascript', 'unit-testing']"
49048434,['android']
50456233,"['python', 'python-3.x']"
50454224,"['java', 'spring']"
49804827,"['c#', 'oop']"
50435614,['swift']
50424139,"['android', 'xml', 'kotlin']"
50435284,['macos']
50459713,['php']
50456891,"['hibernate', 'jpa']"
50438704,"['python', 'list', 'dictionary']"
50448673,"['spring-boot', 'testing']"
49045353,['r']
50442009,['qt']
50444419,"['jenkins', 'kubernetes']"
49804771,"['html', 'css', 'css3', 'flexbox']"
50452810,"['php', 'mysqli']"
50445584,['jquery']
50462625,['r']
50453506,['r']
50444425,['android']
50453934,"['python', 'machine-learning', 'keras']"
49806281,['c++']
50436571,"['node.js', 'authentication']"
50456631,"['c++', 'templates', 'lambda']"
50418574,"['php', 'wordpress', 'woocommerce']"
50432818,"['c++', 'vector']"
50462652,"['css', 'twitter-bootstrap', 'bootstrap-4']"
50423065,"['javascript', 'java', 'ajax']"
50443116,"['ruby', 'regex']"
50455593,"['excel', 'excel-vba', 'vba']"
50433858,['jquery']
50447062,['android']
50418257,['ruby-on-rails']
50433519,"['c#', 'unity3d']"
50422755,"['android', 'user-interface']"
50452601,['http']
50423510,"['php', 'mysql']"
50438511,"['r', 'ggplot2']"
50437906,['python']
50422077,"['python', 'python-3.x']"
50444795,['c']
50419526,['amazon-web-services']
49804175,['groovy']
50451390,"['c#', 'generics']"
50418250,"['python', 'json', 'file']"
50439980,"['python', 'tensorflow']"
50428800,['javascript']
50418692,['android']
50434048,"['php', 'ajax', 'cookies']"
50424861,"['r', 'if-statement']"
50453143,['azure']
50420184,"['java', 'android', 'android-studio']"
50419925,['assembly']
50433600,['javascript']
49047418,"['neural-network', 'keras']"
50457074,"['python', 'numpy', 'opencv']"
50431800,"['r', 'plot']"
48437720,"['c#', 'wpf']"
50419721,['unit-testing']
50456494,['ssl']
50444613,"['angular', 'cordova', 'ionic-framework', 'ionic3']"
50448362,"['sql', 'sqlite']"
48438122,"['python', 'python-3.x', 'tensorflow']"
50433805,"['javascript', 'angularjs', 'webpack']"
50433813,"['android', 'android-studio', 'opencv']"
50451018,['spring']
50446805,"['php', 'wordpress']"
50431621,['reactjs']
50431582,"['ios', 'swift']"
50461591,"['php', 'mysql', 'arrays']"
50453336,['javascript']
50451140,"['javascript', 'html']"
50431981,['r']
50419359,"['r', 'shiny']"
50456885,"['python', 'python-3.x']"
50422512,"['python', 'selenium']"
50430263,"['c#', 'multithreading', 'visual-studio']"
50429841,['java']
50442146,"['python', 'python-3.x', 'pandas']"
50448172,"['javascript', 'php', 'html', 'html5']"
50423963,['java']
50434874,['php']
49803254,['ruby']
50424466,"['javascript', 'html', 'css']"
50446124,"['html', 'c']"
50436686,"['json', 'typescript', 'webpack']"
50445887,"['spring', 'spring-security']"
49805545,"['python', 'python-3.x', 'python-requests']"
50428097,"['r', 'loops']"
49048143,"['python', 'datetime', 'plot']"
50427892,['scala']
50417446,"['java', 'swing']"
49047902,"['python', 'file']"
50430868,"['excel', 'vba']"
50460638,['android']
49047071,['gradle']
50431699,"['javascript', 'angular']"
50454654,['java']
50420514,['c#']
49807013,"['javascript', 'node.js', 'amazon-web-services', 'lambda', 'aws-lambda']"
50431796,"['angular', 'dom', 'ionic-framework']"
50448668,['mysql']
50420495,"['php', 'sorting']"
50453250,['vb.net']
50430472,['java']
49806619,['pyspark']
50433133,['php']
50432549,"['symfony', 'webpack']"
49045814,['javascript']
50451505,"['angularjs', 'vue.js']"
50437536,"['javascript', 'html', 'css']"
50419810,['angular']
50442468,"['sql', 'sql-server']"
50458759,"['r', 'dplyr']"
50427969,['python']
50456099,['java']
49804726,"['matlab', 'neural-network']"
50453354,['angular']
50441399,['laravel']
50442525,['c#']
50460369,"['vba', 'ms-access']"
50434117,"['java', 'spring', 'spring-boot']"
50419636,['sql']
50417246,['r']
50436212,"['swift', 'macos']"
50443960,"['java', 'mongodb']"
50457706,"['c#', 'asp.net', 'winforms', 'web-services']"
50438347,"['javascript', 'arrays', 'json', 'sorting']"
49044297,"['windows', 'google-cloud-platform']"
49047092,"['java', 'oop', 'object']"
50427621,['windows']
49803938,"['angular', 'angular-material']"
50462859,['mysql']
50459560,"['ios', 'swift', 'uitableview']"
49048230,"['mysql', 'sql']"
50447486,"['java', 'spring', 'spring-mvc']"
50433767,"['javascript', 'email', 'google-spreadsheet']"
50440525,"['python', 'python-3.x']"
50463808,['vba']
49046702,['elasticsearch']
50457012,['python-3.x']
48439619,['python']
50420625,['android']
50450151,"['hibernate', 'spring-boot']"
50427286,['linux']
50460824,"['ios', 'opencv']"
50444603,"['javascript', 'css', 'flexbox']"
50557073,['android']
50427756,"['sql-server', 'tsql']"
50444439,"['java', 'spring', 'spring-boot']"
50420659,['android']
50432072,"['java', 'swing']"
50421502,"['python', 'list']"
50428772,"['c#', 'wpf']"
50417828,['google-chrome']
50427225,['javascript']
50452341,"['javascript', 'jquery', 'json', 'vue.js', 'vuejs2']"
50447941,"['apache-spark', 'pyspark']"
49802508,['java']
50448894,"['python', 'mysql', 'django', 'docker']"
50422221,['python']
50432601,"['sql', 'postgresql']"
50460138,"['sql', 'sql-server']"
50435831,['r']
50453443,"['sql', 'sorting']"
50423731,['java']
50430536,['angular']
49804535,"['java', 'arrays']"
50433270,['c#']
50444339,['android']
50428909,['git']
50424729,"['android', 'xamarin']"
50457639,"['sql', 'sql-server']"
50447687,"['tkinter', 'beautifulsoup']"
50440260,"['css', 'css3']"
50460958,"['php', 'rest']"
50427202,"['javascript', 'html', 'json']"
50428886,"['jquery', 'html', 'css', 'google-chrome']"
50424848,"['angular', 'angular5']"
50428018,['facebook']
49046656,"['node.js', 'ssl']"
50424809,"['android', 'string']"
50463806,"['javascript', 'css', 'dom']"
50439225,"['python', 'python-2.7', 'dictionary']"
50455487,['java']
50417698,"['mysql', 'sql', 'sql-server']"
50443326,"['ios', 'swift']"
50425383,"['c++', 'pointers']"
49045730,"['node.js', 'mongodb', 'mongoose']"
50450238,"['c#', 'sql-server', 'entity-framework']"
49803158,['docker']
50429893,['c#']
50428447,['rust']
50459056,"['php', 'mysqli']"
48437621,"['php', 'laravel']"
49806352,['rust']
50427505,"['java', 'swing']"
50420408,['python-3.x']
49048210,"['javascript', 'google-maps']"
50434844,"['spring', 'spring-boot', 'spring-security']"
50421509,"['python', 'pandas', 'dataframe']"
50441110,['scala']
50419886,"['sql', 'postgresql']"
49803909,"['python', 'python-3.x']"
50461855,['c']
49804536,"['javascript', 'node.js', 'ssl', 'https']"
50432265,"['html5', 'css3']"
49803785,"['javascript', 'html', 'list']"
50436082,"['javascript', 'node.js', 'mongodb', 'express', 'mongoose']"
50443195,"['php', 'android', 'listview']"
49045283,"['python', 'pandas', 'dataframe']"
50453496,"['ruby-on-rails', 'webpack']"
50458949,['r']
49806933,['sql']
48106503,"['javascript', 'python', 'html5', 'selenium']"
50463421,['python']
50421976,['hyperledger-fabric']
50462934,"['r', 'datetime', 'plot']"
50436302,"['ajax', 'wordpress', 'cookies']"
50457500,"['python', 'qt']"
50454472,"['css', 'bootstrap-4']"
50455144,['c++']
49805105,"['javascript', 'jquery']"
50449463,"['javascript', 'html', 'json', 'd3.js']"
50449184,"['php', 'symfony']"
49047409,"['python', 'pandas']"
50437842,"['java', 'html', 'r', 'parsing']"
50432300,"['python', 'python-3.x', 'for-loop', 'input']"
50417938,"['arrays', 'vb.net', 'image']"
48439062,['spring-mvc']
49044934,"['java', 'amazon-web-services']"
50448956,"['sql', 'oracle', 'plsql']"
50459292,"['c#', 'security', 'encryption']"
50459057,['c']
50422135,"['validation', 'input']"
50429684,['r']
48438630,['linux']
50429826,"['python', 'machine-learning', 'neural-network']"
50424938,"['machine-learning', 'neural-network']"
50418491,"['excel', 'vba']"
50452845,"['java', 'android']"
48106361,"['scala', 'apache-spark']"
48437579,"['javascript', 'php', 'laravel', 'vue.js']"
50457730,"['python', 'loops', 'for-loop']"
50434889,['python-2.7']
50430997,"['vba', 'forms', 'variables', 'ms-access']"
48106595,"['java', 'selenium']"
50448671,['hyperledger-fabric']
50459190,"['javascript', 'node.js', 'express', 'ecmascript-6']"
50436147,['forms']
50445565,['c#']
50454851,['java']
49805324,"['javascript', 'html', 'css', 'svg']"
50459654,['android']
50456605,"['angular', 'ionic3']"
50458898,"['javascript', 'ecmascript-6']"
50426786,"['c', 'assembly']"
50456945,"['python', 'python-3.x', 'pandas', 'numpy', 'matplotlib']"
49806979,['r']
50427648,"['c++', 'scala', 'types']"
50418414,['graph']
50442745,"['javascript', 'html', 'css', 'reactjs']"
50455997,"['javascript', 'node.js', 'string']"
50447406,['angular5']
50442731,"['c#', 'uwp']"
50447914,['django']
50446219,['spring-boot']
50419310,"['mysql', 'sql']"
50438758,"['java', 'selenium-webdriver']"
50433891,"['ios', 'swift4']"
50438428,"['python', 'machine-learning']"
50431004,"['java', 'intellij-idea']"
50423154,"['r', 'ggplot2']"
50440380,"['node.js', 'promise']"
50457585,"['mysql', 'json']"
50443772,['php']
50444273,"['apache-spark', 'hadoop', 'hive']"
50425406,"['php', 'codeigniter']"
49044025,"['xml', 'logging']"
49807449,"['python', 'unit-testing']"
49803625,['jquery']
50452873,"['c++', 'templates']"
49802010,['apache-spark-sql']
50422031,"['regex', 'nginx']"
50437250,"['javascript', 'jquery', 'json']"
50418975,['uwp']
49806438,['swift']
50440695,"['ios', 'xcode', 'unity3d']"
50557102,['google-chrome']
50454095,"['python', 'tensorflow']"
50454439,"['python', 'pandas', 'numpy']"
50431590,"['angular', 'typescript']"
50443239,"['database', 'sqlite']"
50426901,['c#']
50447664,"['php', 'laravel', 'laravel-5']"
50429868,['c++']
50435993,['android']
50419501,['angular']
50440471,"['amazon-web-services', 'amazon-ec2']"
49802787,['r']
50451204,['shell']
50450783,"['python', 'matplotlib', 'plot']"
50458964,"['python', 'tensorflow', 'neural-network', 'keras', 'deep-learning']"
50449644,"['android', 'firebase', 'firebase-database', 'android-recyclerview']"
50448631,['c#']
50447786,"['python', 'debugging', 'tensorflow']"
49806152,['javascript']
